country,year,disaster_type,num_disasters,total_deaths,total_affected,total_homeless,total_damage_adjusted_usd,avg_magnitude
Canada,2021,Storm,1,1.0,300.0,0.0,28941000.0,
Canada,2021,Wildfire,1,2.0,250.0,0.0,93668000.0,
Canada,2022,Flood,2,0.0,2000.0,0.0,38587000.0,
Canada,2022,Storm,4,17.0,4000.0,0.0,191865000.0,
Canada,2023,Extreme temperature,1,2.0,0.0,0.0,169867000.0,-50.0
Canada,2023,Flood,2,6.0,1450.0,0.0,0.0,
Canada,2023,Wildfire,1,2.0,30000.0,0.0,205899000.0,
Canada,2024,Storm,4,2.0,20.0,0.0,7950000000.0,100.0
Canada,2024,Wildfire,3,1.0,3500.0,0.0,1000000000.0,
China,2000,Drought,3,0.0,20000000.0,0.0,1450246000.0,19850.0
China,2000,Earthquake,5,9.0,1814300.0,287959.0,213103000.0,5.279999999999999
China,2000,Flood,8,396.0,709000.0,49000.0,565379000.0,55542.5
China,2000,Mass movement (wet),2,85.0,0.0,2000.0,4372000.0,
China,2000,Storm,10,173.0,2464000.0,62165.0,474214000.0,119.5
China,2001,Drought,2,0.0,16330000.0,0.0,0.0,233000.0
China,2001,Earthquake,5,8.0,175000.0,327000.0,161214000.0,5.38
China,2001,Flood,9,402.0,2094000.0,252630.0,1259598000.0,7094.0
China,2001,Infestation,1,0.0,0.0,0.0,0.0,
China,2001,Mass movement (wet),6,168.0,10000.0,11585.0,106295000.0,
China,2001,Storm,10,344.0,20816148.0,263000.0,6354681000.0,159.5
China,2002,Drought,3,0.0,64560000.0,0.0,2110152000.0,1429.5
China,2002,Earthquake,2,2.0,65830.0,48.0,0.0,5.449999999999999
China,2002,Epidemic,2,20.0,1674.0,0.0,0.0,
China,2002,Extreme temperature,1,7.0,0.0,0.0,0.0,43.0
China,2002,Flood,10,1246.0,113217800.0,2300.0,8246683000.0,86611.25
China,2002,Mass movement (wet),4,63.0,0.0,0.0,0.0,
China,2002,Storm,6,108.0,107402700.0,0.0,380177000.0,
China,2003,Drought,2,0.0,51000000.0,0.0,0.0,254300.0
China,2003,Earthquake,11,317.0,2810053.0,330935.0,854199000.0,5.7
China,2003,Flood,6,662.0,154368000.0,1405726.0,26140366000.0,371885.0
China,2003,Mass movement (wet),2,52.0,0.0,0.0,0.0,
China,2003,Storm,5,61.0,9410000.0,68925.0,917301000.0,
China,2003,Wildfire,1,0.0,0.0,300.0,0.0,
China,2004,Earthquake,5,4.0,309000.0,127199.0,205934000.0,5.279999999999999
China,2004,Extreme temperature,1,39.0,0.0,0.0,0.0,39.0
China,2004,Flood,9,450.0,42702740.0,3073.0,3297429000.0,70793.0
China,2004,Mass movement (dry),1,44.0,0.0,340.0,0.0,
China,2004,Mass movement (wet),1,21.0,100.0,0.0,0.0,
China,2004,Storm,7,249.0,9230000.0,553512.0,3683522000.0,131.66666666666666
China,2005,Drought,2,0.0,7774000.0,0.0,0.0,
China,2005,Earthquake,2,16.0,626000.0,0.0,0.0,5.2
China,2005,Epidemic,1,38.0,168.0,0.0,0.0,
China,2005,Extreme temperature,1,0.0,0.0,0.0,0.0,39.0
China,2005,Flood,11,578.0,34483742.0,268000.0,7486547000.0,76437.27272727272
China,2005,Storm,14,426.0,40767000.0,13000.0,11503889000.0,207.66666666666666
China,2006,Drought,1,134.0,18000000.0,0.0,4528138000.0,
China,2006,Earthquake,6,23.0,267645.0,143760.0,11190000.0,4.766666666666667
China,2006,Flood,20,430.0,14610500.0,379000.0,2625852000.0,47386.22222222222
China,2006,Mass movement (dry),1,11.0,0.0,0.0,0.0,
China,2006,Mass movement (wet),1,11.0,0.0,0.0,0.0,
China,2006,Storm,8,1500.0,55223000.0,108400.0,12229083000.0,216.0
China,2007,Earthquake,1,3.0,0.0,0.0,517413000.0,6.1
China,2007,Flood,10,1010.0,111041600.0,47500.0,7560209000.0,189571.42857142858
China,2007,Mass movement (wet),1,33.0,0.0,0.0,0.0,
China,2007,Storm,6,95.0,9000000.0,4855.0,3993371000.0,240.0
China,2008,Drought,1,0.0,3700000.0,0.0,340931000.0,
China,2008,Earthquake,7,87564.0,46587000.0,414385.0,124559135000.0,6.1571428571428575
China,2008,Extreme temperature,2,145.0,77000000.0,0.0,30742032000.0,11.3
China,2008,Flood,7,352.0,7189000.0,0.0,3485068000.0,114274.0
China,2008,Mass movement (wet),4,323.0,0.0,0.0,0.0,
China,2008,Storm,9,66.0,1649000.0,0.0,2935790000.0,138.0
China,2009,Drought,2,0.0,60160000.0,0.0,5263801000.0,
China,2009,Earthquake,2,1.0,19549.0,50000.0,465116000.0,5.4
China,2009,Flood,7,209.0,45226000.0,0.0,2007556000.0,226850.0
China,2009,Mass movement (wet),5,203.0,0.0,10000.0,203241000.0,
China,2009,Storm,10,169.0,23197799.0,98450.0,5265924000.0,103.0
China,2010,Drought,1,0.0,35000000.0,0.0,3409420000.0,
China,2010,Earthquake,4,2969.0,65000.0,100500.0,725617000.0,5.525
China,2010,Flood,5,1911.0,140194000.0,0.0,26140324000.0,
China,2010,Mass movement (wet),8,2137.0,2147500.0,125.0,1091877000.0,
China,2010,Storm,6,139.0,2880000.0,256000.0,1253050000.0,100.0
China,2010,Wildfire,1,22.0,0.0,0.0,0.0,
China,2011,Earthquake,7,32.0,153601.0,75425.0,483072000.0,5.771428571428571
China,2011,Extreme temperature,1,2.0,3800000.0,233000.0,391869000.0,
China,2011,Flood,5,628.0,93360000.0,0.0,14927443000.0,996368.3333333334
China,2011,Mass movement (wet),2,40.0,0.0,0.0,0.0,
China,2011,Storm,5,44.0,26649800.0,0.0,999313000.0,164.0
China,2012,Earthquake,6,86.0,940870.0,78.0,2114997000.0,5.566666666666666
China,2012,Extreme temperature,1,0.0,50000.0,0.0,27599000.0,
China,2012,Flood,12,622.0,32992000.0,0.0,20453626000.0,947178.0
China,2012,Mass movement (wet),1,19.0,0.0,0.0,0.0,
China,2012,Storm,8,75.0,10492630.0,48540.0,4393947000.0,150.0
China,2013,Drought,1,0.0,5000000.0,0.0,0.0,
China,2013,Earthquake,8,296.0,3491515.0,12540.0,10846883000.0,5.475
China,2013,Extreme temperature,1,40.0,0.0,0.0,0.0,
China,2013,Flood,14,637.0,7594000.0,90000.0,22350882000.0,199373.54333333333
China,2013,Mass movement (dry),1,46.0,0.0,0.0,10772000.0,
China,2013,Mass movement (wet),3,111.0,0.0,0.0,0.0,
China,2013,Storm,15,265.0,11295100.0,50000.0,14525260000.0,127.0
China,2014,Drought,2,0.0,27726000.0,0.0,4876209000.0,
China,2014,Earthquake,8,738.0,2388978.0,2090.0,7473322000.0,5.975
China,2014,Flood,13,473.0,23157500.0,424000.0,12809325000.0,221523.72
China,2014,Mass movement (wet),2,35.0,0.0,385.0,0.0,
China,2014,Storm,16,329.0,11145250.0,64255.0,13343287000.0,133.33333333333334
China,2015,Drought,1,0.0,0.0,0.0,3261072000.0,
China,2015,Earthquake,5,34.0,211640.0,9500.0,43476000.0,6.36
China,2015,Flood,12,310.0,1332440.0,41910.0,9253821000.0,
China,2015,Mass movement (wet),1,38.0,300.0,0.0,0.0,
China,2015,Storm,17,119.0,2153500.0,35800.0,11889799000.0,184.5
China,2016,Drought,1,0.0,10000000.0,0.0,3920994000.0,
China,2016,Earthquake,3,3.0,46200.0,5120.0,262053000.0,5.766666666666667
China,2016,Extreme temperature,1,5.0,0.0,0.0,2091197000.0,-41.0
China,2016,Flood,12,816.0,61252500.0,55500.0,41553387000.0,433715.88000000006
China,2016,Mass movement (wet),3,123.0,237600.0,0.0,914899000.0,
China,2016,Storm,13,340.0,577900.0,24900.0,9964761000.0,122.0
China,2017,Drought,1,0.0,2000000.0,0.0,156128000.0,
China,2017,Earthquake,4,37.0,240900.0,6965.0,682100000.0,5.825
China,2017,Flood,12,231.0,12289500.0,44100.0,10808665000.0,283444.21
China,2017,Mass movement (wet),4,155.0,400.0,750.0,2943000.0,
China,2017,Storm,9,91.0,277400.0,29400.0,9446514000.0,
China,2018,Earthquake,2,0.0,30000.0,0.0,98689000.0,5.05
China,2018,Flood,8,244.0,3698400.0,0.0,5708926000.0,109610.1
China,2018,Storm,12,110.0,4605700.0,4000.0,13335734000.0,
China,2019,Earthquake,3,16.0,291856.0,423.0,1597540000.0,5.266666666666667
China,2019,Flood,6,355.0,4887200.0,0.0,8104264000.0,
China,2019,Mass movement (wet),2,89.0,6640.0,0.0,245398000.0,
China,2019,Storm,4,81.0,153000.0,0.0,12931239000.0,175.0
China,2019,Wildfire,1,30.0,0.0,0.0,0.0,
China,2020,Earthquake,1,4.0,3300.0,0.0,20605000.0,5.1
China,2020,Flood,5,410.0,14274120.0,0.0,26422422000.0,
China,2020,Mass movement (wet),1,4.0,20000.0,0.0,0.0,
China,2020,Storm,4,26.0,627335.0,0.0,1545348000.0,130.0
China,2020,Wildfire,1,19.0,1200.0,0.0,0.0,
China,2021,Drought,1,0.0,0.0,0.0,3588725000.0,
China,2021,Earthquake,5,9.0,88275.0,2437.0,1113662000.0,5.54
China,2021,Flood,4,391.0,17626100.0,0.0,21371435000.0,
China,2021,Storm,7,55.0,171252.0,459.0,3511741000.0,176.0
China,2022,Drought,1,0.0,6100000.0,0.0,8146237000.0,
China,2022,Earthquake,5,122.0,199770.0,0.0,3148092000.0,6.0600000000000005
China,2022,Flood,4,124.0,9200.0,0.0,5359367000.0,
China,2022,Mass movement (wet),1,13.0,0.0,0.0,0.0,
China,2022,Storm,1,24.0,0.0,0.0,496277000.0,144.0
China,2023,Drought,1,0.0,0.0,0.0,2779637000.0,
China,2023,Earthquake,3,151.0,608400.0,378.0,1096412000.0,5.533333333333334
China,2023,Flood,7,138.0,1359000.0,14000.0,97802000.0,
China,2023,Mass movement (wet),2,35.0,953.0,0.0,0.0,
China,2023,Storm,4,62.0,880849.0,0.0,26447730000.0,185.0
China,2024,Drought,1,0.0,0.0,0.0,970000000.0,
China,2024,Earthquake,1,6.0,12426.0,141.0,430000000.0,5.6
China,2024,Flood,5,168.0,120639.0,0.0,1650000000.0,
China,2024,Mass movement (wet),3,107.0,500.0,0.0,0.0,
China,2024,Storm,7,153.0,9423.0,0.0,4222200000.0,198.75
China,2024,Wildfire,1,4.0,4900.0,0.0,0.0,
Croatia,2000,Extreme temperature,1,40.0,0.0,0.0,437197000.0,35.0
Croatia,2000,Wildfire,1,1.0,0.0,0.0,32334000.0,203.0
Croatia,2001,Flood,1,0.0,1200.0,0.0,0.0,100.0
Croatia,2003,Drought,1,0.0,0.0,0.0,562722000.0,
Croatia,2003,Extreme temperature,1,788.0,0.0,0.0,0.0,
Croatia,2003,Wildfire,1,0.0,0.0,0.0,34104000.0,6.0
Croatia,2005,Extreme temperature,1,5.0,0.0,0.0,0.0,-20.0
Croatia,2005,Flood,1,0.0,250.0,0.0,0.0,
Croatia,2005,Storm,1,2.0,0.0,0.0,0.0,
Croatia,2006,Flood,1,0.0,0.0,0.0,0.0,
Croatia,2007,Wildfire,2,12.0,0.0,0.0,0.0,
Croatia,2010,Flood,2,0.0,5210.0,0.0,115086000.0,
Croatia,2012,Extreme temperature,2,7.0,0.0,0.0,0.0,
Croatia,2012,Flood,1,0.0,1500.0,0.0,0.0,
Croatia,2014,Flood,2,3.0,9616.0,0.0,0.0,
Croatia,2015,Flood,1,0.0,1200.0,0.0,0.0,100.0
Croatia,2017,Storm,1,0.0,8000.0,0.0,206038000.0,
Croatia,2017,Wildfire,1,0.0,0.0,0.0,0.0,45.0
Croatia,2018,Flood,1,0.0,450.0,21.0,0.0,
Croatia,2019,Flood,1,1.0,60.0,0.0,0.0,
Croatia,2020,Earthquake,2,9.0,209371.0,18915.0,15784851000.0,5.9
Croatia,2022,Extreme temperature,1,731.0,0.0,0.0,0.0,40.0
Croatia,2022,Flood,1,0.0,0.0,0.0,0.0,
Croatia,2023,Extreme temperature,1,561.0,0.0,0.0,0.0,
Croatia,2023,Flood,1,0.0,177.0,0.0,0.0,
Croatia,2023,Storm,1,1.0,6000.0,0.0,0.0,
France,2000,Flood,5,5.0,9300.0,0.0,0.0,30.0
France,2000,Storm,1,6.0,0.0,200.0,0.0,100.0
France,2001,Flood,5,3.0,19091.0,0.0,234469000.0,43655.0
France,2001,Storm,2,14.0,300.0,0.0,0.0,149.0
France,2002,Flood,2,25.0,12800.0,0.0,2075273000.0,10480.0
France,2002,Storm,2,5.0,250.0,0.0,1744000.0,
France,2003,Extreme temperature,1,19490.0,0.0,0.0,7502956000.0,43.0
France,2003,Flood,2,10.0,27000.0,0.0,2557826000.0,
France,2003,Storm,2,6.0,0.0,0.0,85000.0,160.0
France,2003,Wildfire,1,5.0,3000.0,0.0,0.0,180.0
France,2004,Storm,1,11.0,0.0,0.0,0.0,
France,2005,Extreme temperature,2,8.0,0.0,0.0,0.0,
France,2005,Flood,2,3.0,4000.0,0.0,0.0,5905.0
France,2005,Wildfire,1,2.0,0.0,0.0,16063000.0,35.5
France,2006,Extreme temperature,1,1388.0,0.0,0.0,0.0,37.0
France,2006,Storm,2,5.0,600.0,0.0,0.0,133.0
France,2007,Storm,3,5.0,1200.0,0.0,378226000.0,
France,2008,Storm,2,3.0,2100.0,600.0,116557000.0,215.0
France,2009,Extreme temperature,3,7.0,0.0,0.0,0.0,-24.0
France,2009,Storm,1,11.0,0.0,0.0,4678934000.0,171.0
France,2009,Wildfire,1,0.0,0.0,0.0,0.0,
France,2010,Extreme temperature,1,3.0,0.0,0.0,0.0,
France,2010,Flood,1,26.0,1000.0,0.0,2157861000.0,
France,2010,Storm,2,53.0,500000.0,0.0,6085167000.0,161.0
France,2011,Flood,1,6.0,2300.0,0.0,0.0,
France,2011,Storm,1,0.0,0.0,0.0,0.0,140.0
France,2012,Extreme temperature,1,12.0,0.0,0.0,0.0,
France,2013,Flood,2,4.0,9350.0,0.0,881992000.0,
France,2013,Storm,2,2.0,0.0,0.0,0.0,141.0
France,2014,Flood,3,12.0,9800.0,0.0,401492000.0,
France,2014,Storm,4,8.0,0.0,0.0,241160000.0,150.0
France,2015,Extreme temperature,1,3275.0,0.0,0.0,0.0,40.0
France,2015,Flood,1,20.0,0.0,0.0,1222902000.0,2895.95
France,2015,Storm,1,3.0,750.0,0.0,0.0,130.0
France,2016,Flood,1,4.0,20000.0,0.0,3136795000.0,
France,2017,Flood,1,1.0,160.0,0.0,0.0,
France,2017,Storm,1,2.0,0.0,0.0,703856000.0,193.0
France,2017,Wildfire,1,0.0,12000.0,0.0,0.0,72.0
France,2018,Extreme temperature,2,3.0,0.0,0.0,0.0,38.0
France,2018,Flood,2,15.0,4990.0,0.0,889449000.0,
France,2018,Storm,3,6.0,0.0,0.0,249845000.0,160.0
France,2019,Earthquake,1,0.0,750.0,0.0,0.0,5.3
France,2019,Extreme temperature,2,1435.0,0.0,0.0,0.0,44.8
France,2019,Flood,2,8.0,1100.0,0.0,0.0,
France,2019,Storm,5,8.0,1365.0,0.0,509201000.0,184.5
France,2020,Extreme temperature,1,1924.0,0.0,0.0,0.0,
France,2020,Flood,3,2.0,905.0,0.0,64238000.0,
France,2020,Storm,4,18.0,14730.0,0.0,1172040000.0,
France,2021,Extreme temperature,1,0.0,0.0,0.0,6482858000.0,
France,2021,Flood,6,2.0,2140.0,0.0,38203000.0,
France,2021,Storm,2,0.0,255.0,0.0,0.0,150.0
France,2022,Drought,1,0.0,0.0,0.0,0.0,
France,2022,Extreme temperature,1,4807.0,0.0,0.0,0.0,42.0
France,2022,Storm,4,6.0,60300.0,0.0,0.0,
France,2023,Earthquake,1,0.0,750.0,0.0,458125000.0,4.8
France,2023,Extreme temperature,1,2734.0,0.0,0.0,0.0,42.8
France,2023,Flood,2,1.0,9548.0,0.0,1698667000.0,30.0
France,2023,Storm,3,2.0,0.0,517000.0,41180000.0,161.33333333333334
France,2023,Wildfire,1,0.0,90.0,0.0,0.0,
France,2024,Flood,2,1.0,3235.0,0.0,0.0,
France,2024,Storm,2,8.0,0.0,0.0,0.0,100.0
Germany,2001,Storm,1,6.0,0.0,0.0,531476000.0,100.0
Germany,2002,Epidemic,1,0.0,600.0,0.0,0.0,
Germany,2002,Flood,1,27.0,330000.0,0.0,20229557000.0,
Germany,2002,Storm,3,22.0,0.0,0.0,3575051000.0,165.0
Germany,2003,Extreme temperature,1,9355.0,0.0,0.0,2813609000.0,
Germany,2003,Storm,2,15.0,0.0,0.0,511565000.0,
Germany,2004,Earthquake,1,0.0,150.0,0.0,19929000.0,4.8
Germany,2004,Storm,1,2.0,0.0,0.0,215898000.0,200.0
Germany,2005,Extreme temperature,1,1.0,0.0,0.0,481878000.0,
Germany,2005,Flood,2,1.0,450.0,0.0,353377000.0,
Germany,2005,Storm,1,2.0,0.0,0.0,433690000.0,181.0
Germany,2006,Extreme temperature,2,12.0,0.0,0.0,0.0,-20.0
Germany,2006,Flood,1,3.0,1000.0,0.0,0.0,
Germany,2006,Storm,3,11.0,0.0,0.0,0.0,
Germany,2007,Flood,1,1.0,0.0,0.0,0.0,
Germany,2007,Storm,2,18.0,0.0,0.0,8320965000.0,200.0
Germany,2008,Storm,2,8.0,0.0,0.0,3933814000.0,220.0
Germany,2009,Extreme temperature,2,15.0,0.0,0.0,0.0,-29.8
Germany,2009,Flood,1,0.0,0.0,0.0,29243000.0,
Germany,2009,Storm,1,1.0,0.0,0.0,73108000.0,
Germany,2010,Extreme temperature,1,1.0,0.0,0.0,0.0,
Germany,2010,Flood,1,3.0,1400.0,0.0,0.0,
Germany,2010,Storm,2,4.0,0.0,0.0,1438574000.0,130.0
Germany,2012,Extreme temperature,2,6.0,0.0,0.0,0.0,
Germany,2013,Flood,1,14.0,600000.0,0.0,17370526000.0,
Germany,2013,Storm,3,7.0,0.0,0.0,6463451000.0,160.0
Germany,2014,Storm,2,8.0,0.0,0.0,530023000.0,
Germany,2016,Flood,1,7.0,0.0,0.0,2613996000.0,91554.92
Germany,2017,Flood,1,1.0,600.0,0.0,0.0,
Germany,2017,Storm,2,5.0,0.0,0.0,1150484000.0,
Germany,2018,Extreme temperature,1,0.0,0.0,0.0,0.0,38.0
Germany,2018,Storm,1,5.0,0.0,0.0,735138000.0,130.0
Germany,2019,Extreme temperature,2,4.0,0.0,0.0,0.0,40.05
Germany,2019,Storm,1,1.0,0.0,0.0,0.0,
Germany,2020,Storm,1,0.0,0.0,0.0,0.0,
Germany,2021,Flood,1,226.0,0.0,0.0,46306127000.0,8488.83
Germany,2021,Storm,2,1.0,600.0,0.0,0.0,100.0
Germany,2022,Extreme temperature,1,8173.0,0.0,0.0,0.0,40.3
Germany,2022,Storm,3,7.0,0.0,0.0,1096694000.0,152.0
Germany,2023,Extreme temperature,1,6376.0,0.0,0.0,0.0,
Germany,2023,Storm,3,4.0,0.0,0.0,0.0,
Germany,2024,Flood,1,12.0,3398.0,0.0,4500000000.0,
India,2000,Drought,1,20.0,50000000.0,0.0,1071133000.0,
India,2000,Epidemic,8,242.0,1851.0,0.0,0.0,
India,2000,Extreme temperature,1,275.0,0.0,0.0,0.0,
India,2000,Flood,6,2086.0,50134035.0,252000.0,1653151000.0,99497.8
India,2000,Mass movement (wet),3,187.0,7000.0,0.0,0.0,
India,2000,Storm,1,0.0,30000.0,0.0,0.0,120.0
India,2001,Earthquake,1,20005.0,4365000.0,1790000.0,4646872000.0,7.7
India,2001,Epidemic,4,89.0,58889.0,0.0,0.0,
India,2001,Extreme temperature,2,173.0,0.0,0.0,0.0,-22.0
India,2001,Flood,9,581.0,20610000.0,0.0,641179000.0,36706.666666666664
India,2001,Mass movement (wet),3,98.0,0.0,0.0,0.0,
India,2001,Storm,2,99.0,25000.0,2000.0,0.0,
India,2002,Drought,1,0.0,300000000.0,0.0,1588233000.0,560000.0
India,2002,Earthquake,1,2.0,0.0,200.0,0.0,6.5
India,2002,Epidemic,4,180.0,5150.0,0.0,0.0,
India,2002,Extreme temperature,2,1930.0,0.0,0.0,0.0,27.5
India,2002,Flood,6,735.0,42008200.0,0.0,88543000.0,93030.0
India,2002,Storm,4,144.0,10000.0,5000.0,725000.0,70.0
India,2003,Epidemic,1,0.0,2185.0,0.0,0.0,
India,2003,Extreme temperature,2,1610.0,0.0,0.0,682087000.0,49.0
India,2003,Flood,6,452.0,7560000.0,4500.0,288182000.0,117900.0
India,2003,Mass movement (wet),1,25.0,0.0,0.0,0.0,
India,2003,Storm,7,164.0,294905.0,231845.0,75029000.0,100.0
India,2004,Earthquake,1,16389.0,647599.0,0.0,1698620000.0,9.1
India,2004,Flood,6,1348.0,33101000.0,105000.0,4610255000.0,9000.0
India,2005,Earthquake,1,1309.0,0.0,150000.0,1606259000.0,7.6
India,2005,Epidemic,5,750.0,157556.0,0.0,0.0,300000.0
India,2005,Extreme temperature,2,509.0,0.0,0.0,0.0,25.5
India,2005,Flood,17,2129.0,28025000.0,256500.0,9942741000.0,156491.0
India,2005,Mass movement (wet),2,262.0,5000.0,0.0,80313000.0,
India,2005,Storm,4,82.0,11000.0,57500.0,0.0,
India,2006,Extreme temperature,1,47.0,0.0,0.0,0.0,
India,2006,Flood,17,1194.0,3234000.0,4000000.0,5275047000.0,130142.72727272728
India,2006,Storm,2,190.0,0.0,150000.0,0.0,
India,2007,Extreme temperature,3,185.0,0.0,0.0,0.0,23.4
India,2007,Flood,16,2051.0,38143000.0,0.0,569080000.0,139621.42857142858
India,2007,Storm,1,0.0,0.0,0.0,0.0,
India,2008,Extreme temperature,1,70.0,0.0,0.0,0.0,4.0
India,2008,Flood,8,1590.0,11589018.0,2400000.0,211260000.0,186956.0
India,2008,Mass movement (wet),1,37.0,0.0,0.0,0.0,
India,2008,Storm,1,111.0,0.0,0.0,36424000.0,110.0
India,2009,Drought,1,0.0,0.0,0.0,0.0,
India,2009,Epidemic,1,311.0,1521.0,0.0,0.0,
India,2009,Extreme temperature,1,120.0,0.0,0.0,0.0,48.0
India,2009,Flood,6,1500.0,5986000.0,0.0,3558915000.0,172715.0
India,2009,Mass movement (wet),2,55.0,0.0,0.0,0.0,
India,2009,Storm,6,218.0,5105000.0,4000.0,438650000.0,110.0
India,2010,Extreme temperature,2,350.0,0.0,0.0,0.0,20.0
India,2010,Flood,8,690.0,3372183.0,400000.0,3091495000.0,67859.42857142857
India,2010,Mass movement (wet),1,17.0,0.0,0.0,0.0,
India,2010,Storm,7,287.0,0.0,507000.0,0.0,105.0
India,2011,Earthquake,1,112.0,500000.0,75000.0,0.0,6.9
India,2011,Extreme temperature,2,212.0,0.0,0.0,0.0,-10.1
India,2011,Flood,7,608.0,12004069.0,0.0,2310769000.0,46600.4
India,2011,Storm,3,106.0,0.0,250000.0,523828000.0,140.0
India,2012,Extreme temperature,2,264.0,0.0,0.0,0.0,
India,2012,Flood,6,279.0,4210860.0,37500.0,333371000.0,91658.0
India,2012,Mass movement (dry),1,16.0,0.0,0.0,0.0,
India,2012,Storm,1,40.0,70000.0,0.0,0.0,
India,2013,Earthquake,1,3.0,59280.0,0.0,161586000.0,5.7
India,2013,Extreme temperature,1,557.0,0.0,0.0,0.0,46.0
India,2013,Flood,5,6453.0,3415000.0,0.0,1834005000.0,84881.335
India,2013,Storm,5,106.0,13230000.0,0.0,1205799000.0,132.5
India,2014,Extreme temperature,3,180.0,0.0,0.0,0.0,-2.95
India,2014,Flood,7,622.0,4572500.0,650000.0,21817062000.0,55557.485
India,2014,Mass movement (wet),1,151.0,0.0,200.0,0.0,
India,2014,Storm,5,119.0,931480.0,0.0,9275398000.0,215.0
India,2015,Drought,1,0.0,330000000.0,0.0,3970461000.0,
India,2015,Earthquake,3,98.0,0.0,0.0,0.0,7.533333333333334
India,2015,Extreme temperature,1,2248.0,0.0,0.0,0.0,48.0
India,2015,Flood,10,839.0,16358337.0,54097.0,3811642000.0,153433.72166666668
India,2015,Mass movement (wet),1,3.0,9000.0,0.0,0.0,
India,2015,Storm,6,212.0,135000.0,0.0,1414807000.0,150.0
India,2016,Earthquake,1,8.0,10500.0,0.0,98025000.0,6.7
India,2016,Extreme temperature,1,300.0,0.0,0.0,0.0,51.0
India,2016,Flood,8,666.0,1806000.0,2000000.0,1959191000.0,114565.12666666666
